Topic,Day,QuizID,QuestionNumber,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectOption,Explanation
Logic & Problem Solving (Ongoing),23,LOG-383,2,Why is it useful to break complex problems into smaller parts?,It makes them easier to manage and solve,It makes them harder,It wastes time,It reduces accuracy,A,Breaking down problems simplifies them and allows you to tackle each piece individually
Logic & Problem Solving (Ongoing),23,LOG-383,3,Which term describes the number of elements in the domain of a function?,Hypotenuse,Cardinality,Slope,Derivative,B,The cardinality refers to the number of elements in a set
Logic & Problem Solving (Ongoing),24,LOG-384,1,What does a Venn diagram help illustrate in logic problems?,Relationships and intersections between sets,Nutritional guidelines,The trajectory of planets,Weather patterns,A,Venn diagrams are used to visualize relationships between sets
Logic & Problem Solving (Ongoing),24,LOG-384,2,What does the Pythagorean theorem state about a right triangle?,a^2 = b^2 + c^2,Sum of angles = 360Â°,Opposite sides are equal,c^2 = a^2 + b^2,D,"In a right triangle, the square of the hypotenuse equals the sum of the squares of the other two sides"
Logic & Problem Solving (Ongoing),24,LOG-384,3,What is the slope of a line defined as?,Sum of x and y,Change in x divided by change in y,Product of x and y,Change in y divided by change in x,D,Slope is rise over run: change in y divided by change in x
Logic & Problem Solving (Ongoing),25,LOG-385,1,Which of the following best defines a function?,A rule that assigns two outputs per input,Any relation with two sets,Each input has exactly one output,Outputs can have multiple corresponding inputs,C,A function assigns exactly one output to each input
Logic & Problem Solving (Ongoing),25,LOG-385,2,"According to the law of conservation of mass, what happens to matter in a chemical reaction?",It doubles,It is neither created nor destroyed,It becomes energy,It disappears,B,Matter cannot be created or destroyed in chemical reactions
Logic & Problem Solving (Ongoing),25,LOG-385,3,Newtonâ€™s third law states that for every action there is,An equal and opposite reaction,A reaction in the same direction,No reaction,A greater reaction,A,Every action has an equal and opposite reaction
Logic & Problem Solving (Ongoing),26,LOG-386,1,What does microeconomics study?,Galactic movement,Individual consumers and firms,Entire national economies,Chemical reactions,B,Microeconomics focuses on individual consumers and businesses
Logic & Problem Solving (Ongoing),26,LOG-386,2,"In logic puzzles, what is often the first step to solving a problem?",Identifying and understanding the given constraints,Only looking at the answer,Ignoring the conditions,Guessing randomly,A,Understanding the constraints helps you form a strategy to solve logic problems
Logic & Problem Solving (Ongoing),26,LOG-386,3,Why is it useful to break complex problems into smaller parts?,It makes them easier to manage and solve,It reduces accuracy,It makes them harder,It wastes time,A,Breaking down problems simplifies them and allows you to tackle each piece individually
Logic & Problem Solving (Ongoing),27,LOG-387,1,Which term describes the number of elements in the domain of a function?,Slope,Derivative,Cardinality,Hypotenuse,C,The cardinality refers to the number of elements in a set
Logic & Problem Solving (Ongoing),27,LOG-387,2,What does a Venn diagram help illustrate in logic problems?,The trajectory of planets,Relationships and intersections between sets,Weather patterns,Nutritional guidelines,B,Venn diagrams are used to visualize relationships between sets
Logic & Problem Solving (Ongoing),27,LOG-387,3,What does the Pythagorean theorem state about a right triangle?,c^2 = a^2 + b^2,a^2 = b^2 + c^2,Sum of angles = 360Â°,Opposite sides are equal,A,"In a right triangle, the square of the hypotenuse equals the sum of the squares of the other two sides"
Logic & Problem Solving (Ongoing),28,LOG-388,1,What is the slope of a line defined as?,Product of x and y,Change in x divided by change in y,Sum of x and y,Change in y divided by change in x,D,Slope is rise over run: change in y divided by change in x
Logic & Problem Solving (Ongoing),28,LOG-388,2,Which of the following best defines a function?,Any relation with two sets,A rule that assigns two outputs per input,Outputs can have multiple corresponding inputs,Each input has exactly one output,D,A function assigns exactly one output to each input
Logic & Problem Solving (Ongoing),28,LOG-388,3,"According to the law of conservation of mass, what happens to matter in a chemical reaction?",It becomes energy,It is neither created nor destroyed,It doubles,It disappears,B,Matter cannot be created or destroyed in chemical reactions
Logic & Problem Solving (Ongoing),29,LOG-389,1,Newtonâ€™s third law states that for every action there is,No reaction,A reaction in the same direction,A greater reaction,An equal and opposite reaction,D,Every action has an equal and opposite reaction
Logic & Problem Solving (Ongoing),29,LOG-389,2,What does microeconomics study?,Individual consumers and firms,Galactic movement,Entire national economies,Chemical reactions,A,Microeconomics focuses on individual consumers and businesses
Logic & Problem Solving (Ongoing),29,LOG-389,3,"In logic puzzles, what is often the first step to solving a problem?",Ignoring the conditions,Guessing randomly,Identifying and understanding the given constraints,Only looking at the answer,C,Understanding the constraints helps you form a strategy to solve logic problems
Logic & Problem Solving (Ongoing),30,LOG-390,1,Why is it useful to break complex problems into smaller parts?,It wastes time,It makes them easier to manage and solve,It makes them harder,It reduces accuracy,B,Breaking down problems simplifies them and allows you to tackle each piece individually
Logic & Problem Solving (Ongoing),30,LOG-390,2,Which term describes the number of elements in the domain of a function?,Cardinality,Hypotenuse,Derivative,Slope,A,The cardinality refers to the number of elements in a set
Logic & Problem Solving (Ongoing),30,LOG-390,3,What does a Venn diagram help illustrate in logic problems?,Relationships and intersections between sets,Weather patterns,Nutritional guidelines,The trajectory of planets,A,Venn diagrams are used to visualize relationships between sets
Geography & World Knowledge (Ongoing),1,GEO-391,1,Where are the Great Pyramids of Giza located?,In the Sahara Desert of Morocco,On the west bank of the Nile near Cairo,In the Valley of Mexico,On Mount Olympus,B,The pyramids stand on the west bank of the Nile near Cairo
Geography & World Knowledge (Ongoing),1,GEO-391,2,At which site on the Thames was Magna Carta sealed?,Oxford,Greenwich,Runnymede,Hampton Court,C,"Magna Carta was sealed at Runnymede, a meadow on the Thames"
Geography & World Knowledge (Ongoing),1,GEO-391,3,Which country is home to the city of London?,France,Germany,Italy,England,D,London is the capital city of England
Geography & World Knowledge (Ongoing),2,GEO-392,1,"Which river runs through the city of Cairo, Egypt?",The Danube,The Nile,The Amazon,The Mississippi,B,Cairo is situated on the banks of the Nile River
Geography & World Knowledge (Ongoing),2,GEO-392,2,The Great Wall is located in which country?,India,Greece,China,Brazil,C,The Great Wall of China is located in China
Geography & World Knowledge (Ongoing),2,GEO-392,3,Mount Everest lies on the border of which two countries?,France and Italy,China and Nepal,USA and Canada,Argentina and Chile,B,Mount Everest straddles the border between China (Tibet) and Nepal
